"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jul 19 18:03:35 GMT 2023","Wed Jul 19 18:03:36 GMT 2023","209","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"skipped","Wed Jul 19 18:03:37 GMT 2023","Wed Jul 19 18:03:37 GMT 2023","210","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 18:03:31 GMT 2023","Wed Jul 19 18:03:31 GMT 2023","209","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"broken","Wed Jul 19 18:03:37 GMT 2023","Wed Jul 19 18:03:37 GMT 2023","215","","","","","","Example #1.6",""
"broken","Wed Jul 19 18:03:36 GMT 2023","Wed Jul 19 18:03:36 GMT 2023","214","","","","","","Example #1.2",""
"skipped","Wed Jul 19 18:03:38 GMT 2023","Wed Jul 19 18:03:38 GMT 2023","210","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"skipped","Wed Jul 19 18:03:36 GMT 2023","Wed Jul 19 18:03:37 GMT 2023","210","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 18:03:33 GMT 2023","Wed Jul 19 18:03:33 GMT 2023","190","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"broken","Wed Jul 19 18:03:32 GMT 2023","Wed Jul 19 18:03:32 GMT 2023","208","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"broken","Wed Jul 19 18:03:38 GMT 2023","Wed Jul 19 18:03:38 GMT 2023","214","","","","","","logout scenario",""
"broken","Wed Jul 19 18:03:32 GMT 2023","Wed Jul 19 18:03:32 GMT 2023","210","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"broken","Wed Jul 19 18:03:30 GMT 2023","Wed Jul 19 18:03:31 GMT 2023","214","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"broken","Wed Jul 19 18:03:32 GMT 2023","Wed Jul 19 18:03:32 GMT 2023","213","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"broken","Wed Jul 19 18:03:37 GMT 2023","Wed Jul 19 18:03:37 GMT 2023","219","","","","","","Example #1.5",""
"broken","Wed Jul 19 18:03:32 GMT 2023","Wed Jul 19 18:03:33 GMT 2023","208","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"broken","Wed Jul 19 18:03:36 GMT 2023","Wed Jul 19 18:03:36 GMT 2023","226","","","","","","Example #1.1",""
"broken","Wed Jul 19 18:03:30 GMT 2023","Wed Jul 19 18:03:30 GMT 2023","210","","tests.LoginTest","","tests.LoginTest","loginWithInvalidPassword","loginWithInvalidPassword()",""
"broken","Wed Jul 19 18:03:36 GMT 2023","Wed Jul 19 18:03:37 GMT 2023","215","","","","","","Example #1.3",""
"broken","Wed Jul 19 18:03:37 GMT 2023","Wed Jul 19 18:03:37 GMT 2023","212","","","","","","Example #1.4",""
"broken","Wed Jul 19 18:03:35 GMT 2023","Wed Jul 19 18:03:35 GMT 2023","209","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"broken","Wed Jul 19 18:03:36 GMT 2023","Wed Jul 19 18:03:36 GMT 2023","189","","","","","","Example #1.1",""
"broken","Wed Jul 19 18:03:33 GMT 2023","Wed Jul 19 18:03:33 GMT 2023","213","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"broken","Wed Jul 19 18:03:34 GMT 2023","Wed Jul 19 18:03:34 GMT 2023","209","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"skipped","Wed Jul 19 18:03:37 GMT 2023","Wed Jul 19 18:03:38 GMT 2023","211","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 18:03:36 GMT 2023","Wed Jul 19 18:03:36 GMT 2023","214","","","","","","Example #1.2",""
"broken","Wed Jul 19 18:03:34 GMT 2023","Wed Jul 19 18:03:34 GMT 2023","241","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"broken","Wed Jul 19 18:03:33 GMT 2023","Wed Jul 19 18:03:33 GMT 2023","184","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"broken","Wed Jul 19 18:03:29 GMT 2023","Wed Jul 19 18:03:30 GMT 2023","208","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"broken","Wed Jul 19 18:03:30 GMT 2023","Wed Jul 19 18:03:30 GMT 2023","210","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"broken","Wed Jul 19 18:03:31 GMT 2023","Wed Jul 19 18:03:32 GMT 2023","208","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"skipped","Wed Jul 19 18:03:37 GMT 2023","Wed Jul 19 18:03:37 GMT 2023","209","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 18:03:30 GMT 2023","Wed Jul 19 18:03:30 GMT 2023","209","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"broken","Wed Jul 19 18:03:31 GMT 2023","Wed Jul 19 18:03:31 GMT 2023","210","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"broken","Wed Jul 19 18:03:38 GMT 2023","Wed Jul 19 18:03:38 GMT 2023","213","","","","","","login with valid value scenario",""
"broken","Wed Jul 19 18:03:32 GMT 2023","Wed Jul 19 18:03:32 GMT 2023","213","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"broken","Wed Jul 19 18:03:31 GMT 2023","Wed Jul 19 18:03:31 GMT 2023","209","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
