"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 22 13:02:08 GMT 2023","Sat Jul 22 13:02:12 GMT 2023","3240","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"passed","Sat Jul 22 13:02:37 GMT 2023","Sat Jul 22 13:02:40 GMT 2023","2238","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 13:02:31 GMT 2023","Sat Jul 22 13:02:34 GMT 2023","3267","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Sat Jul 22 13:01:35 GMT 2023","Sat Jul 22 13:01:39 GMT 2023","3543","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sat Jul 22 13:02:34 GMT 2023","Sat Jul 22 13:02:37 GMT 2023","3282","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Sat Jul 22 13:01:19 GMT 2023","Sat Jul 22 13:01:21 GMT 2023","2214","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sat Jul 22 13:01:56 GMT 2023","Sat Jul 22 13:01:59 GMT 2023","3223","","tests.LoginTest","","tests.LoginTest","loginWithInvalidPassword","loginWithInvalidPassword()",""
"passed","Sat Jul 22 13:02:28 GMT 2023","Sat Jul 22 13:02:31 GMT 2023","3242","","","","","","login with valid value scenario",""
"passed","Sat Jul 22 13:01:53 GMT 2023","Sat Jul 22 13:01:56 GMT 2023","2097","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"passed","Sat Jul 22 13:01:39 GMT 2023","Sat Jul 22 13:01:49 GMT 2023","10857","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"passed","Sat Jul 22 13:01:59 GMT 2023","Sat Jul 22 13:02:01 GMT 2023","2021","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"passed","Sat Jul 22 13:02:04 GMT 2023","Sat Jul 22 13:02:06 GMT 2023","2062","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"passed","Sat Jul 22 13:02:24 GMT 2023","Sat Jul 22 13:02:28 GMT 2023","3570","","logout","","logout scenario","","logout scenario",""
"passed","Sat Jul 22 13:02:44 GMT 2023","Sat Jul 22 13:02:46 GMT 2023","2195","","","","","","Example #1.4",""
"passed","Sat Jul 22 13:02:49 GMT 2023","Sat Jul 22 13:02:51 GMT 2023","2183","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 13:02:31 GMT 2023","Sat Jul 22 13:02:34 GMT 2023","3271","","","","","","Example #1.1",""
"passed","Sat Jul 22 13:01:06 GMT 2023","Sat Jul 22 13:01:09 GMT 2023","3394","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sat Jul 22 13:02:42 GMT 2023","Sat Jul 22 13:02:44 GMT 2023","2172","","","","","","Example #1.3",""
"passed","Sat Jul 22 13:01:49 GMT 2023","Sat Jul 22 13:01:51 GMT 2023","2067","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"passed","Sat Jul 22 13:02:42 GMT 2023","Sat Jul 22 13:02:44 GMT 2023","2168","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 13:01:23 GMT 2023","Sat Jul 22 13:01:26 GMT 2023","2265","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sat Jul 22 13:02:40 GMT 2023","Sat Jul 22 13:02:42 GMT 2023","2196","","","","","","Example #1.2",""
"passed","Sat Jul 22 13:02:37 GMT 2023","Sat Jul 22 13:02:40 GMT 2023","2244","","","","","","Example #1.1",""
"passed","Sat Jul 22 13:02:12 GMT 2023","Sat Jul 22 13:02:14 GMT 2023","1900","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"passed","Sat Jul 22 13:02:20 GMT 2023","Sat Jul 22 13:02:23 GMT 2023","3231","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"passed","Sat Jul 22 13:02:44 GMT 2023","Sat Jul 22 13:02:46 GMT 2023","2191","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 13:02:14 GMT 2023","Sat Jul 22 13:02:16 GMT 2023","2096","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"passed","Sat Jul 22 13:02:46 GMT 2023","Sat Jul 22 13:02:49 GMT 2023","2267","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 13:01:29 GMT 2023","Sat Jul 22 13:01:31 GMT 2023","1997","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"passed","Sat Jul 22 13:02:28 GMT 2023","Sat Jul 22 13:02:31 GMT 2023","3233","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"passed","Sat Jul 22 13:01:51 GMT 2023","Sat Jul 22 13:01:53 GMT 2023","2017","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"passed","Sat Jul 22 13:02:51 GMT 2023","Sat Jul 22 13:02:53 GMT 2023","2127","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 13:02:51 GMT 2023","Sat Jul 22 13:02:53 GMT 2023","2131","","","","","","Example #1.7",""
"passed","Sat Jul 22 13:02:06 GMT 2023","Sat Jul 22 13:02:08 GMT 2023","2012","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"passed","Sat Jul 22 13:01:12 GMT 2023","Sat Jul 22 13:01:15 GMT 2023","2206","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sat Jul 22 13:02:16 GMT 2023","Sat Jul 22 13:02:18 GMT 2023","2021","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"passed","Sat Jul 22 13:02:40 GMT 2023","Sat Jul 22 13:02:42 GMT 2023","2192","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 13:01:21 GMT 2023","Sat Jul 22 13:01:23 GMT 2023","2135","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sat Jul 22 13:02:24 GMT 2023","Sat Jul 22 13:02:28 GMT 2023","3667","","","","","","logout scenario",""
"passed","Sat Jul 22 13:01:31 GMT 2023","Sat Jul 22 13:01:35 GMT 2023","3872","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"passed","Sat Jul 22 13:01:15 GMT 2023","Sat Jul 22 13:01:17 GMT 2023","2175","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sat Jul 22 13:02:34 GMT 2023","Sat Jul 22 13:02:37 GMT 2023","3287","","","","","","Example #1.2",""
"passed","Sat Jul 22 13:02:18 GMT 2023","Sat Jul 22 13:02:20 GMT 2023","2575","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Sat Jul 22 13:01:09 GMT 2023","Sat Jul 22 13:01:12 GMT 2023","3323","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sat Jul 22 13:02:49 GMT 2023","Sat Jul 22 13:02:51 GMT 2023","2186","","","","","","Example #1.6",""
"passed","Sat Jul 22 13:01:26 GMT 2023","Sat Jul 22 13:01:28 GMT 2023","1934","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"passed","Sat Jul 22 13:01:28 GMT 2023","Sat Jul 22 13:01:29 GMT 2023","1516","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"passed","Sat Jul 22 13:01:17 GMT 2023","Sat Jul 22 13:01:19 GMT 2023","2233","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sat Jul 22 13:00:58 GMT 2023","Sat Jul 22 13:01:05 GMT 2023","7365","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sat Jul 22 13:02:01 GMT 2023","Sat Jul 22 13:02:04 GMT 2023","3474","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"passed","Sat Jul 22 13:02:46 GMT 2023","Sat Jul 22 13:02:49 GMT 2023","2271","","","","","","Example #1.5",""
