"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 14:17:36 GMT 2023","Mon Jul 24 14:17:40 GMT 2023","3378","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"failed","Mon Jul 24 14:18:25 GMT 2023","Mon Jul 24 14:18:27 GMT 2023","1931","","tests.LoginTest","","tests.LoginTest","hintToEmptyPasswordField","hintToEmptyPasswordField()",""
"passed","Mon Jul 24 14:17:40 GMT 2023","Mon Jul 24 14:17:44 GMT 2023","4414","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"passed","Mon Jul 24 14:17:52 GMT 2023","Mon Jul 24 14:17:55 GMT 2023","3389","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 14:17:49 GMT 2023","Mon Jul 24 14:17:52 GMT 2023","3217","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Mon Jul 24 14:17:41 GMT 2023","Mon Jul 24 14:17:47 GMT 2023","5983","","","","","","Example #1.1",""
"passed","Mon Jul 24 14:17:59 GMT 2023","Mon Jul 24 14:18:03 GMT 2023","3496","","","","","","Example #1.3",""
"passed","Mon Jul 24 14:17:47 GMT 2023","Mon Jul 24 14:17:52 GMT 2023","4568","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Mon Jul 24 14:17:44 GMT 2023","Mon Jul 24 14:17:49 GMT 2023","4774","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"passed","Mon Jul 24 14:17:59 GMT 2023","Mon Jul 24 14:18:02 GMT 2023","3023","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Mon Jul 24 14:17:56 GMT 2023","Mon Jul 24 14:17:59 GMT 2023","3445","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Mon Jul 24 14:17:52 GMT 2023","Mon Jul 24 14:17:56 GMT 2023","3605","","","","","","Example #1.1",""
"passed","Mon Jul 24 14:18:06 GMT 2023","Mon Jul 24 14:18:09 GMT 2023","2924","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Mon Jul 24 14:17:30 GMT 2023","Mon Jul 24 14:17:36 GMT 2023","5864","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"passed","Mon Jul 24 14:18:19 GMT 2023","Mon Jul 24 14:18:21 GMT 2023","1823","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"passed","Mon Jul 24 14:17:55 GMT 2023","Mon Jul 24 14:17:59 GMT 2023","3364","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 14:18:09 GMT 2023","Mon Jul 24 14:18:11 GMT 2023","2407","","","","","","Example #1.6",""
"passed","Mon Jul 24 14:17:35 GMT 2023","Mon Jul 24 14:17:41 GMT 2023","5882","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"passed","Mon Jul 24 14:17:00 GMT 2023","Mon Jul 24 14:17:36 GMT 2023","36320","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Mon Jul 24 14:17:00 GMT 2023","Mon Jul 24 14:17:32 GMT 2023","31438","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"passed","Mon Jul 24 14:17:47 GMT 2023","Mon Jul 24 14:17:52 GMT 2023","4573","","","","","","Example #1.2",""
"passed","Mon Jul 24 14:17:31 GMT 2023","Mon Jul 24 14:17:38 GMT 2023","6533","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 14:18:10 GMT 2023","Mon Jul 24 14:18:12 GMT 2023","2218","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"passed","Mon Jul 24 14:17:38 GMT 2023","Mon Jul 24 14:17:41 GMT 2023","3733","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Mon Jul 24 14:17:52 GMT 2023","Mon Jul 24 14:17:56 GMT 2023","3578","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"failed","Mon Jul 24 14:18:27 GMT 2023","Mon Jul 24 14:18:29 GMT 2023","2047","","tests.LoginTest","","tests.LoginTest","passwordErrorMessageWithInvalidLengthValues","passwordErrorMessageWithInvalidLengthValues()",""
"passed","Mon Jul 24 14:18:03 GMT 2023","Mon Jul 24 14:18:06 GMT 2023","3189","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
