"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","20","","","","","","Example #1.2",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","12","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:51:11 GMT 2023","Thu Aug 03 11:51:11 GMT 2023","27","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","11","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","21","","","","","","Example #1.7",""
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","25","","","","","","Example #1.3",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","65","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"broken","Thu Aug 03 11:51:09 GMT 2023","Thu Aug 03 11:51:09 GMT 2023","49","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","40","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","11","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:51:11 GMT 2023","Thu Aug 03 11:51:11 GMT 2023","23","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"broken","Thu Aug 03 11:51:11 GMT 2023","Thu Aug 03 11:51:11 GMT 2023","20","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","11","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","36","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"broken","Thu Aug 03 11:51:08 GMT 2023","Thu Aug 03 11:51:08 GMT 2023","82","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","21","","","","","","Example #1.1",""
"broken","Thu Aug 03 11:51:09 GMT 2023","Thu Aug 03 11:51:09 GMT 2023","72","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","15","","","","","","Example #1.5",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","21","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
