"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","20","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","51","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","14","","","","","","Example #1.5",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","10","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","29","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","15","","","","","","Example #1.2",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","26","","tests.LoginTest","","tests.LoginTest","passwordErrorMessageWithInvalidLengthValues","passwordErrorMessageWithInvalidLengthValues()",""
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","42","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"broken","Wed Aug 02 09:01:02 GMT 2023","Wed Aug 02 09:01:02 GMT 2023","69","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","14","","","","","","Example #1.7",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","26","","","","","","Example #1.1",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","10","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","15","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","18","","","","","","Example #1.4",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","35","","","","","","Example #1.2",""
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","43","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","20","","tests.LoginTest","","tests.LoginTest","loginWithInvalidPassword","loginWithInvalidPassword()",""
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","31","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","10","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","16","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","20","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"broken","Wed Aug 02 09:01:02 GMT 2023","Wed Aug 02 09:01:02 GMT 2023","62","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","17","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
