"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 19 18:09:52 GMT 2023","Wed Jul 19 18:09:54 GMT 2023","2188","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"skipped","Wed Jul 19 18:10:23 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","214","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"broken","Wed Jul 19 18:10:21 GMT 2023","Wed Jul 19 18:10:21 GMT 2023","224","","","","","","Example #1.2",""
"skipped","Wed Jul 19 18:10:23 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","211","","logout","","logout scenario","","logout scenario",""
"passed","Wed Jul 19 18:06:40 GMT 2023","Wed Jul 19 18:06:43 GMT 2023","3371","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"broken","Wed Jul 19 18:10:23 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","214","","","","","","logout scenario",""
"skipped","Wed Jul 19 18:10:21 GMT 2023","Wed Jul 19 18:10:22 GMT 2023","218","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 18:09:48 GMT 2023","Wed Jul 19 18:09:52 GMT 2023","3552","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"passed","Wed Jul 19 18:09:59 GMT 2023","Wed Jul 19 18:10:01 GMT 2023","1958","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"skipped","Wed Jul 19 18:10:23 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","216","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 18:09:42 GMT 2023","Wed Jul 19 18:09:46 GMT 2023","3434","","tests.LoginTest","","tests.LoginTest","loginWithInvalidPassword","loginWithInvalidPassword()",""
"skipped","Wed Jul 19 18:10:22 GMT 2023","Wed Jul 19 18:10:22 GMT 2023","213","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 18:10:23 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","230","","","","","","Example #1.6",""
"passed","Wed Jul 19 18:09:38 GMT 2023","Wed Jul 19 18:09:40 GMT 2023","2117","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"passed","Wed Jul 19 18:10:08 GMT 2023","Wed Jul 19 18:10:12 GMT 2023","3563","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"skipped","Wed Jul 19 18:10:21 GMT 2023","Wed Jul 19 18:10:21 GMT 2023","214","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"skipped","Wed Jul 19 18:10:23 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","217","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 18:07:06 GMT 2023","Wed Jul 19 18:07:10 GMT 2023","3488","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"passed","Wed Jul 19 18:10:06 GMT 2023","Wed Jul 19 18:10:08 GMT 2023","2778","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Wed Jul 19 18:06:58 GMT 2023","Wed Jul 19 18:07:01 GMT 2023","2323","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Wed Jul 19 18:09:36 GMT 2023","Wed Jul 19 18:09:38 GMT 2023","2203","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"passed","Wed Jul 19 18:09:40 GMT 2023","Wed Jul 19 18:09:42 GMT 2023","2166","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"broken","Wed Jul 19 18:10:22 GMT 2023","Wed Jul 19 18:10:22 GMT 2023","224","","","","","","Example #1.3",""
"passed","Wed Jul 19 18:06:56 GMT 2023","Wed Jul 19 18:06:58 GMT 2023","2319","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"broken","Wed Jul 19 18:10:21 GMT 2023","Wed Jul 19 18:10:22 GMT 2023","226","","","","","","Example #1.1",""
"passed","Wed Jul 19 18:06:43 GMT 2023","Wed Jul 19 18:06:47 GMT 2023","3364","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Wed Jul 19 18:06:51 GMT 2023","Wed Jul 19 18:06:54 GMT 2023","2266","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"skipped","Wed Jul 19 18:10:21 GMT 2023","Wed Jul 19 18:10:21 GMT 2023","214","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"broken","Wed Jul 19 18:10:23 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","219","","","","","","Example #1.7",""
"passed","Wed Jul 19 18:06:47 GMT 2023","Wed Jul 19 18:06:49 GMT 2023","2353","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"broken","Wed Jul 19 18:10:22 GMT 2023","Wed Jul 19 18:10:22 GMT 2023","217","","","","","","Example #1.4",""
"broken","Wed Jul 19 18:10:22 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","222","","","","","","Example #1.5",""
"skipped","Wed Jul 19 18:10:22 GMT 2023","Wed Jul 19 18:10:22 GMT 2023","216","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 18:07:03 GMT 2023","Wed Jul 19 18:07:06 GMT 2023","2916","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"skipped","Wed Jul 19 18:10:22 GMT 2023","Wed Jul 19 18:10:22 GMT 2023","219","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 18:06:49 GMT 2023","Wed Jul 19 18:06:51 GMT 2023","2338","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"broken","Wed Jul 19 18:10:21 GMT 2023","Wed Jul 19 18:10:21 GMT 2023","222","","","","","","Example #1.1",""
"broken","Wed Jul 19 18:10:23 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","222","","","","","","login with valid value scenario",""
"passed","Wed Jul 19 18:10:04 GMT 2023","Wed Jul 19 18:10:06 GMT 2023","1983","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"passed","Wed Jul 19 18:07:01 GMT 2023","Wed Jul 19 18:07:02 GMT 2023","1289","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"passed","Wed Jul 19 18:07:14 GMT 2023","Wed Jul 19 18:09:36 GMT 2023","142321","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"passed","Wed Jul 19 18:10:01 GMT 2023","Wed Jul 19 18:10:04 GMT 2023","2317","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"passed","Wed Jul 19 18:09:56 GMT 2023","Wed Jul 19 18:09:59 GMT 2023","3341","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"passed","Wed Jul 19 18:09:46 GMT 2023","Wed Jul 19 18:09:48 GMT 2023","2217","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"broken","Wed Jul 19 18:10:22 GMT 2023","Wed Jul 19 18:10:22 GMT 2023","224","","","","","","Example #1.2",""
"skipped","Wed Jul 19 18:10:22 GMT 2023","Wed Jul 19 18:10:23 GMT 2023","215","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 18:06:32 GMT 2023","Wed Jul 19 18:06:40 GMT 2023","8115","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Wed Jul 19 18:07:02 GMT 2023","Wed Jul 19 18:07:03 GMT 2023","1513","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"passed","Wed Jul 19 18:09:54 GMT 2023","Wed Jul 19 18:09:56 GMT 2023","2067","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"passed","Wed Jul 19 18:06:54 GMT 2023","Wed Jul 19 18:06:56 GMT 2023","2290","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Wed Jul 19 18:07:10 GMT 2023","Wed Jul 19 18:07:14 GMT 2023","3682","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
