"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 22 10:15:51 GMT 2023","Sat Jul 22 10:15:53 GMT 2023","2163","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 10:14:38 GMT 2023","Sat Jul 22 10:14:41 GMT 2023","2217","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sat Jul 22 10:15:19 GMT 2023","Sat Jul 22 10:15:22 GMT 2023","3246","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"passed","Sat Jul 22 10:15:42 GMT 2023","Sat Jul 22 10:15:45 GMT 2023","3221","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Sat Jul 22 10:16:02 GMT 2023","Sat Jul 22 10:16:04 GMT 2023","2190","","","","","","Example #1.7",""
"passed","Sat Jul 22 10:15:42 GMT 2023","Sat Jul 22 10:15:45 GMT 2023","3227","","","","","","Example #1.1",""
"passed","Sat Jul 22 10:15:15 GMT 2023","Sat Jul 22 10:15:17 GMT 2023","2069","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"passed","Sat Jul 22 10:13:39 GMT 2023","Sat Jul 22 10:14:20 GMT 2023","41436","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sat Jul 22 10:15:45 GMT 2023","Sat Jul 22 10:15:48 GMT 2023","3219","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Sat Jul 22 10:14:20 GMT 2023","Sat Jul 22 10:14:24 GMT 2023","3355","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sat Jul 22 10:15:59 GMT 2023","Sat Jul 22 10:16:02 GMT 2023","2193","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 10:15:11 GMT 2023","Sat Jul 22 10:15:15 GMT 2023","3528","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"passed","Sat Jul 22 10:15:45 GMT 2023","Sat Jul 22 10:15:48 GMT 2023","3223","","","","","","Example #1.2",""
"passed","Sat Jul 22 10:15:59 GMT 2023","Sat Jul 22 10:16:02 GMT 2023","2199","","","","","","Example #1.6",""
"passed","Sat Jul 22 10:15:48 GMT 2023","Sat Jul 22 10:15:51 GMT 2023","2239","","","","","","Example #1.1",""
"passed","Sat Jul 22 10:15:35 GMT 2023","Sat Jul 22 10:15:38 GMT 2023","3704","","","","","","logout scenario",""
"passed","Sat Jul 22 10:14:32 GMT 2023","Sat Jul 22 10:14:34 GMT 2023","2233","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sat Jul 22 10:15:53 GMT 2023","Sat Jul 22 10:15:55 GMT 2023","2215","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 10:15:55 GMT 2023","Sat Jul 22 10:15:57 GMT 2023","2218","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 10:15:22 GMT 2023","Sat Jul 22 10:15:24 GMT 2023","1925","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"passed","Sat Jul 22 10:15:31 GMT 2023","Sat Jul 22 10:15:34 GMT 2023","3474","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"passed","Sat Jul 22 10:15:02 GMT 2023","Sat Jul 22 10:15:04 GMT 2023","2090","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"passed","Sat Jul 22 10:15:28 GMT 2023","Sat Jul 22 10:15:31 GMT 2023","2751","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Sat Jul 22 10:15:09 GMT 2023","Sat Jul 22 10:15:11 GMT 2023","2067","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
