"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 22 17:27:41 GMT 2023","Sat Jul 22 17:27:45 GMT 2023","3639","","","","","","Example #1.3",""
"passed","Sat Jul 22 17:27:47 GMT 2023","Sat Jul 22 17:27:51 GMT 2023","3643","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sat Jul 22 17:27:53 GMT 2023","Sat Jul 22 17:27:56 GMT 2023","2629","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"passed","Sat Jul 22 17:27:30 GMT 2023","Sat Jul 22 17:27:34 GMT 2023","4609","","","","","","Example #1.2",""
"passed","Sat Jul 22 17:26:43 GMT 2023","Sat Jul 22 17:27:11 GMT 2023","28037","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"passed","Sat Jul 22 17:27:22 GMT 2023","Sat Jul 22 17:27:27 GMT 2023","4979","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"passed","Sat Jul 22 17:28:04 GMT 2023","Sat Jul 22 17:28:06 GMT 2023","2080","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"passed","Sat Jul 22 17:27:42 GMT 2023","Sat Jul 22 17:27:47 GMT 2023","5334","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"passed","Sat Jul 22 17:26:42 GMT 2023","Sat Jul 22 17:27:13 GMT 2023","30911","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sat Jul 22 17:27:52 GMT 2023","Sat Jul 22 17:27:55 GMT 2023","2851","","","","","","Example #1.6",""
"passed","Sat Jul 22 17:27:59 GMT 2023","Sat Jul 22 17:28:02 GMT 2023","2129","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"passed","Sat Jul 22 17:27:08 GMT 2023","Sat Jul 22 17:27:17 GMT 2023","8704","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"passed","Sat Jul 22 17:27:39 GMT 2023","Sat Jul 22 17:27:42 GMT 2023","3186","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"passed","Sat Jul 22 17:26:49 GMT 2023","Sat Jul 22 17:27:14 GMT 2023","24615","","logout","","logout scenario","","logout scenario",""
"passed","Sat Jul 22 17:28:02 GMT 2023","Sat Jul 22 17:28:04 GMT 2023","2331","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"passed","Sat Jul 22 17:27:19 GMT 2023","Sat Jul 22 17:27:24 GMT 2023","4953","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Sat Jul 22 17:27:14 GMT 2023","Sat Jul 22 17:27:22 GMT 2023","8103","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sat Jul 22 17:27:34 GMT 2023","Sat Jul 22 17:27:38 GMT 2023","3830","","","","","","Example #1.1",""
"passed","Sat Jul 22 17:27:38 GMT 2023","Sat Jul 22 17:27:41 GMT 2023","3360","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 17:27:30 GMT 2023","Sat Jul 22 17:27:33 GMT 2023","3689","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sat Jul 22 17:27:22 GMT 2023","Sat Jul 22 17:27:30 GMT 2023","7218","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Sat Jul 22 17:27:34 GMT 2023","Sat Jul 22 17:27:39 GMT 2023","4522","","tests.LoginTest","","tests.LoginTest","loginWithInvalidPassword","loginWithInvalidPassword()",""
"passed","Sat Jul 22 17:27:27 GMT 2023","Sat Jul 22 17:27:31 GMT 2023","3749","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"passed","Sat Jul 22 17:27:47 GMT 2023","Sat Jul 22 17:27:51 GMT 2023","3112","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"passed","Sat Jul 22 17:26:42 GMT 2023","Sat Jul 22 17:27:08 GMT 2023","26736","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"passed","Sat Jul 22 17:27:38 GMT 2023","Sat Jul 22 17:27:41 GMT 2023","3380","","","","","","Example #1.2",""
"passed","Sat Jul 22 17:27:14 GMT 2023","Sat Jul 22 17:27:22 GMT 2023","8005","","","","","","login with valid value scenario",""
"passed","Sat Jul 22 17:27:41 GMT 2023","Sat Jul 22 17:27:45 GMT 2023","3628","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Sat Jul 22 17:27:34 GMT 2023","Sat Jul 22 17:27:38 GMT 2023","3756","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
