"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","217","","","","","","Example #1.6",""
"broken","Wed Jul 19 17:56:48 GMT 2023","Wed Jul 19 17:56:48 GMT 2023","208","","","","","","Example #1.1",""
"passed","Wed Jul 19 17:56:00 GMT 2023","Wed Jul 19 17:56:02 GMT 2023","2398","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"passed","Wed Jul 19 17:55:30 GMT 2023","Wed Jul 19 17:55:33 GMT 2023","2540","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Wed Jul 19 17:56:34 GMT 2023","Wed Jul 19 17:56:38 GMT 2023","3911","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"passed","Wed Jul 19 17:56:16 GMT 2023","Wed Jul 19 17:56:19 GMT 2023","2253","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"skipped","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","213","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","223","","","","","","Example #1.4",""
"passed","Wed Jul 19 17:55:41 GMT 2023","Wed Jul 19 17:55:44 GMT 2023","3655","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"passed","Wed Jul 19 17:55:05 GMT 2023","Wed Jul 19 17:55:13 GMT 2023","8667","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Wed Jul 19 17:56:19 GMT 2023","Wed Jul 19 17:56:21 GMT 2023","2180","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"broken","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:50 GMT 2023","230","","","","","","Example #1.7",""
"passed","Wed Jul 19 17:55:26 GMT 2023","Wed Jul 19 17:55:28 GMT 2023","2445","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Wed Jul 19 17:55:44 GMT 2023","Wed Jul 19 17:55:48 GMT 2023","3893","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Wed Jul 19 17:56:26 GMT 2023","Wed Jul 19 17:56:29 GMT 2023","2338","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"passed","Wed Jul 19 17:56:02 GMT 2023","Wed Jul 19 17:56:05 GMT 2023","2243","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"skipped","Wed Jul 19 17:56:50 GMT 2023","Wed Jul 19 17:56:50 GMT 2023","222","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"skipped","Wed Jul 19 17:56:48 GMT 2023","Wed Jul 19 17:56:48 GMT 2023","199","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"broken","Wed Jul 19 17:56:48 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","221","","","","","","Example #1.2",""
"passed","Wed Jul 19 17:56:29 GMT 2023","Wed Jul 19 17:56:31 GMT 2023","2138","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"passed","Wed Jul 19 17:56:21 GMT 2023","Wed Jul 19 17:56:24 GMT 2023","3420","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"passed","Wed Jul 19 17:56:07 GMT 2023","Wed Jul 19 17:56:10 GMT 2023","3427","","tests.LoginTest","","tests.LoginTest","loginWithInvalidPassword","loginWithInvalidPassword()",""
"passed","Wed Jul 19 17:55:48 GMT 2023","Wed Jul 19 17:56:00 GMT 2023","11615","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"broken","Wed Jul 19 17:56:48 GMT 2023","Wed Jul 19 17:56:48 GMT 2023","221","","","","","","Example #1.2",""
"passed","Wed Jul 19 17:55:33 GMT 2023","Wed Jul 19 17:55:36 GMT 2023","2526","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"skipped","Wed Jul 19 17:56:48 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","215","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","221","","","","","","Example #1.3",""
"skipped","Wed Jul 19 17:56:48 GMT 2023","Wed Jul 19 17:56:48 GMT 2023","216","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Wed Jul 19 17:56:24 GMT 2023","Wed Jul 19 17:56:26 GMT 2023","2138","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"skipped","Wed Jul 19 17:56:50 GMT 2023","Wed Jul 19 17:56:50 GMT 2023","214","","logout","","logout scenario","","logout scenario",""
"skipped","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","215","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 17:56:50 GMT 2023","Wed Jul 19 17:56:50 GMT 2023","225","","","","","","login with valid value scenario",""
"passed","Wed Jul 19 17:56:31 GMT 2023","Wed Jul 19 17:56:34 GMT 2023","2819","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"skipped","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:50 GMT 2023","222","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 17:56:50 GMT 2023","Wed Jul 19 17:56:50 GMT 2023","219","","","","","","logout scenario",""
"skipped","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","266","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 17:55:39 GMT 2023","Wed Jul 19 17:55:41 GMT 2023","2233","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"passed","Wed Jul 19 17:55:21 GMT 2023","Wed Jul 19 17:55:23 GMT 2023","2534","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Wed Jul 19 17:56:10 GMT 2023","Wed Jul 19 17:56:13 GMT 2023","2323","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"passed","Wed Jul 19 17:55:28 GMT 2023","Wed Jul 19 17:55:30 GMT 2023","2428","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
