"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","41","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","32","","","","","","Example #1.1",""
"broken","Thu Aug 03 11:46:01 GMT 2023","Thu Aug 03 11:46:01 GMT 2023","39","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","29","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","47","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","44","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","38","","","","","","Example #1.1",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","22","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:46:01 GMT 2023","Thu Aug 03 11:46:01 GMT 2023","59","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","18","","logout","","logout scenario","","logout scenario",""
"broken","Thu Aug 03 11:46:00 GMT 2023","Thu Aug 03 11:46:01 GMT 2023","90","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","33","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","39","","","","","","Example #1.2",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","27","","","","","","Example #1.6",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","25","","tests.LoginTest","","tests.LoginTest","passwordErrorMessageWithInvalidLengthValues","passwordErrorMessageWithInvalidLengthValues()",""
"broken","Thu Aug 03 11:46:01 GMT 2023","Thu Aug 03 11:46:01 GMT 2023","68","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","30","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","29","","","","","","Example #1.3",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","22","","","","","","logout scenario",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","25","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","38","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","36","","","","","","login with valid value scenario",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","25","","","","","","Example #1.7",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","28","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","27","","tests.LoginTest","","tests.LoginTest","loginWithInvalidPassword","loginWithInvalidPassword()",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","21","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:46:01 GMT 2023","Thu Aug 03 11:46:01 GMT 2023","39","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","23","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","33","","tests.LoginTest","","tests.LoginTest","hintToEmptyPasswordField","hintToEmptyPasswordField()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","25","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","17","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","33","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","51","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","72","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","21","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:46:00 GMT 2023","Thu Aug 03 11:46:00 GMT 2023","93","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","40","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","41","","","","","","Example #1.2",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","39","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","22","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
